cancel_order_buy_price,cancel_order_buy_volume,cancel_order_sell_price,cancel_order_sell_volume,execute_order_buy_price,execute_order_buy_volume,execute_order_sell_price,execute_order_sell_volume,new_order_buy_price,new_order_buy_volume,new_order_sell_price,new_order_sell_volume,time_index_volume
3453.9,0.0,3467.2253,0.0,3457.5714,57.2857,3457.5714,57.2857,3452.4453,215.7031,3463.9727,139.0164,2016-04-29 13:18:12.601000$$2016-04-29 13:23:13.044
3450.9259,0.0,3463.0722,0.0,3455.4483,96.8621,3455.4483,96.8621,3450.3362,237.2936,3461.1295,146.6079,2016-04-29 13:23:13.044000$$2016-04-29 13:28:13.940
3459.3,0.0,3467.9536,0.0,3462.6106,153.6985,3462.4523,153.6985,3459.7561,229.0951,3468.3694,242.2373,2016-04-29 13:28:13.940000$$2016-04-29 13:33:13.984
3456.344,0.0,3466.3274,0.0,3461.221,167.7845,3461.1768,167.7845,3456.3106,302.2841,3465.7696,337.1514,2016-04-29 13:33:13.984000$$2016-04-29 13:38:13.998
3464.9556,0.0,3475.4634,0.0,3469.8833,191.9611,3469.8556,191.9611,3465.1201,334.4646,3475.0838,365.3262,2016-04-29 13:38:13.998000$$2016-04-29 13:43:14.100
3452.2469,0.0,3463.3313,0.0,3456.7115,99.6923,3456.7115,99.6923,3451.016,483.8577,3460.8004,426.3299,2016-04-29 13:43:14.100000$$2016-04-29 13:48:14.306
3446.1047,0.0,3455.2996,0.0,3451.8167,139.5,3451.5333,139.5,3445.9658,333.9943,3454.8202,414.7925,2016-04-29 13:48:14.306000$$2016-04-29 13:53:14.339
3441.3655,0.0,3450.661,0.0,3446.0,76.0106,3446.0,76.0106,3441.1847,367.0459,3449.8453,383.3737,2016-04-29 13:53:14.339000$$2016-04-29 13:58:14.452
3434.187,0.0,3443.2443,0.0,3438.5395,158.2632,3438.5263,158.2632,3433.4858,374.0611,3442.6,303.0542,2016-04-29 13:58:14.452000$$2016-04-29 14:03:15.658
3431.3953,0.0,3440.7267,0.0,3435.76,110.6,3435.76,110.6,3431.4038,379.7995,3440.5673,347.2018,2016-04-29 14:03:15.658000$$2016-04-29 14:08:15.847
